ID,Modelo,URL,Ratio,Area_cm2,Resolução,Tamanho,PPI,Status,Extraído_em
29,"Galaxy A15 5G",https://www.gsmarena.com/samsung_galaxy_a15_5g-12638.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 00:14:00
30,"Galaxy A16",https://www.gsmarena.com/samsung_galaxy_a16-13383.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:15:01
31,"Galaxy A16 5G",https://www.gsmarena.com/samsung_galaxy_a16_5g-13346.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:16:02
32,"Galaxy A17 4G",https://www.gsmarena.com/samsung_galaxy_a17-14157.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:17:03
33,"Galaxy A17",https://www.gsmarena.com/samsung_galaxy_a17_5g-14041.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:18:05
34,"Galaxy A20",https://www.gsmarena.com/samsung_galaxy_a20-9640.php,19.5:9,100.55,720x1560,6.4",N/A,SUCCESS,2025-12-15 00:19:06
35,"Galaxy A20e",https://www.gsmarena.com/samsung_galaxy_a20e-9661.php,19.5:9,82.58,720x1560,5.8",N/A,SUCCESS,2025-12-15 00:20:07
36,"Galaxy A20s",https://www.gsmarena.com/samsung_galaxy_a20s-9852.php,19.5:9,103.71,720x1560,6.5",N/A,SUCCESS,2025-12-15 00:21:08
37,"Galaxy A21",https://www.gsmarena.com/samsung_galaxy_a21-10172.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 00:22:10
38,"Galaxy A21s",https://www.gsmarena.com/samsung_galaxy_a21s-10239.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 00:23:11
39,"Galaxy A22",https://www.gsmarena.com/samsung_galaxy_a22-10948.php,20:9,98.89,720x1600,6.4",N/A,SUCCESS,2025-12-15 00:24:12
40,"Galaxy A22 5G",https://www.gsmarena.com/samsung_galaxy_a22_5g-10873.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-15 00:25:13
41,"Galaxy A23",https://www.gsmarena.com/samsung_galaxy_a23-11373.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 00:26:15
42,"Galaxy A23 5G",https://www.gsmarena.com/samsung_galaxy_a23_5g-11736.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 00:27:16
43,"Galaxy A24 4G",https://www.gsmarena.com/samsung_galaxy_a24_4g-12176.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 00:28:17
44,"Galaxy A25",https://www.gsmarena.com/samsung_galaxy_a25-12555.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 00:29:18
45,"Galaxy A26",https://www.gsmarena.com/samsung_galaxy_a26-13679.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:30:20
46,"Galaxy A2 Core",https://www.gsmarena.com/samsung_galaxy_a2_core-9636.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 00:31:22
47,"Galaxy A3",https://www.gsmarena.com/samsung_galaxy_a3-6762.php,16:9,55.82,540x960,4.5",N/A,SUCCESS,2025-12-15 00:32:26
48,"Galaxy A30",https://www.gsmarena.com/samsung_galaxy_a30-9579.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 00:33:28
49,"Galaxy A30s",https://www.gsmarena.com/samsung_galaxy_a30s-9796.php,19.5:9,100.55,720x1560,6.4",N/A,SUCCESS,2025-12-15 00:34:30
50,"Galaxy A31",https://www.gsmarena.com/samsung_galaxy_a31-10149.php,20:9,98.89,1080x2400,6.4",N/A,SUCCESS,2025-12-15 00:35:32
51,"Galaxy A32",https://www.gsmarena.com/samsung_galaxy_a32-10753.php,20:9,98.89,1080x2400,6.4",N/A,SUCCESS,2025-12-15 00:36:34
52,"Galaxy A32 5G",https://www.gsmarena.com/samsung_galaxy_a32_5g-10648.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 00:37:36
53,"Galaxy A33 5G",https://www.gsmarena.com/samsung_galaxy_a33_5g-11429.php,20:9,98.89,1080x2400,6.4",N/A,SUCCESS,2025-12-15 00:38:37
54,"Galaxy A34",https://www.gsmarena.com/samsung_galaxy_a34-12074.php,19.5:9,106.93,1080x2340,6.6",N/A,SUCCESS,2025-12-15 00:39:39
55,"Galaxy A35",https://www.gsmarena.com/samsung_galaxy_a35-12705.php,19.5:9,106.93,1080x2340,6.6",N/A,SUCCESS,2025-12-15 00:40:40
56,"Galaxy A36",https://www.gsmarena.com/samsung_galaxy_a36-13497.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 00:41:42
57,"Galaxy A3 (2016)",https://www.gsmarena.com/samsung_galaxy_a3_(2016)-7791.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 00:42:44
58,"Galaxy A3 (2017)",https://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 00:43:45
59,"Galaxy A3 Duos",https://www.gsmarena.com/samsung_galaxy_a3_duos-6803.php,16:9,55.82,540x960,4.5",N/A,SUCCESS,2025-12-15 00:44:47
60,"Galaxy A40",https://www.gsmarena.com/samsung_galaxy_a40-9642.php,19.5:9,85.45,1080x2340,5.9",N/A,SUCCESS,2025-12-15 00:45:48
61,"Galaxy A41",https://www.gsmarena.com/samsung_galaxy_a41-10138.php,20:9,89.84,1080x2400,6.1",N/A,SUCCESS,2025-12-15 00:46:49
62,"Galaxy A42 5G",https://www.gsmarena.com/samsung_galaxy_a42_5g-10412.php,20:9,105.17,720x1600,6.6",N/A,SUCCESS,2025-12-15 00:47:51
63,"Galaxy A5",https://www.gsmarena.com/samsung_galaxy_a5-6761.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 00:48:52
64,"Galaxy A50",https://www.gsmarena.com/samsung_galaxy_a50-9554.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 00:49:54
65,"Galaxy A50s",https://www.gsmarena.com/samsung_galaxy_a50s-9806.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 00:50:55
66,"Galaxy A51",https://www.gsmarena.com/samsung_galaxy_a51-9963.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:51:57
67,"Galaxy A51 5G",https://www.gsmarena.com/samsung_galaxy_a51_5g-10157.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:52:58
68,"Galaxy A51 5G UW",https://www.gsmarena.com/samsung_galaxy_a51_5g_uw-10371.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:54:00
69,"Galaxy A52",https://www.gsmarena.com/samsung_galaxy_a52-10641.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:55:01
70,"Galaxy A52 5G",https://www.gsmarena.com/samsung_galaxy_a52_5g-10631.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:56:03
71,"Galaxy A52s 5G",https://www.gsmarena.com/samsung_galaxy_a52s_5g-11039.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:57:04
72,"Galaxy A53 5G",https://www.gsmarena.com/samsung_galaxy_a53_5g-11268.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 00:58:06
73,"Galaxy A54",https://www.gsmarena.com/samsung_galaxy_a54-12070.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 00:59:08
74,"Galaxy A55",https://www.gsmarena.com/samsung_galaxy_a55-12824.php,19.5:9,106.93,1080x2340,6.6",N/A,SUCCESS,2025-12-15 01:00:09
75,"Galaxy A56",https://www.gsmarena.com/samsung_galaxy_a56-13603.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 01:01:11
76,"Galaxy A5 (2016)",https://www.gsmarena.com/samsung_galaxy_a5_(2016)-7789.php,16:9,74.54,1080x1920,5.2",N/A,SUCCESS,2025-12-15 01:02:13
77,"Galaxy A5 (2017)",https://www.gsmarena.com/samsung_galaxy_a5_(2017)-8494.php,16:9,74.54,1080x1920,5.2",N/A,SUCCESS,2025-12-15 01:03:14
78,"Galaxy A5 Duos",https://www.gsmarena.com/samsung_galaxy_a5_duos-6802.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 01:04:16
79,"Galaxy A6+ (2018)",https://www.gsmarena.com/samsung_galaxy_a6+_(2018)-9156.php,18.5:9,91.37,1080x2220,6.0",N/A,SUCCESS,2025-12-15 01:05:17
80,"Galaxy A60",https://www.gsmarena.com/samsung_galaxy_a60-9616.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-15 01:06:19
81,"Galaxy A6 (2018)",https://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,18.5:9,79.59,720x1480,5.6",N/A,SUCCESS,2025-12-15 01:07:20
82,"Galaxy A6s",https://www.gsmarena.com/samsung_galaxy_a6s-9352.php,18:9,92.90,1080x2160,6.0",N/A,SUCCESS,2025-12-15 01:08:21
83,"Galaxy A7",https://www.gsmarena.com/samsung_galaxy_a7-6763.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 01:09:23
84,"Galaxy A70",https://www.gsmarena.com/samsung_galaxy_a70-9646.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:10:24
85,"Galaxy A70s",https://www.gsmarena.com/samsung_galaxy_a70s-9899.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:11:26
86,"Galaxy A71",https://www.gsmarena.com/samsung_galaxy_a71-9995.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:12:27
87,"Galaxy A71 5G",https://www.gsmarena.com/samsung_galaxy_a71_5g-10146.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:13:29
88,"Galaxy A71 5G UW",https://www.gsmarena.com/samsung_galaxy_a71_5g_uw-10276.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:14:30
89,"Galaxy A72",https://www.gsmarena.com/samsung_galaxy_a72-10469.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:15:32
90,"Galaxy A73 5G",https://www.gsmarena.com/samsung_galaxy_a73_5g-11257.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:16:33
91,"Galaxy A7 (2016)",https://www.gsmarena.com/samsung_galaxy_a7_(2016)-7759.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 01:17:35
92,"Galaxy A7 (2017)",https://www.gsmarena.com/samsung_galaxy_a7_(2017)-8335.php,16:9,89.57,1080x1920,5.7",N/A,SUCCESS,2025-12-15 01:18:36
93,"Galaxy A7 (2018)",https://www.gsmarena.com/samsung_galaxy_a7_(2018)-9340.php,18.5:9,91.37,1080x2220,6.0",N/A,SUCCESS,2025-12-15 01:19:38
94,"Galaxy A7 Duos",https://www.gsmarena.com/samsung_galaxy_a7_duos-7132.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 01:20:39
95,"Galaxy A8+ (2018)",https://www.gsmarena.com/samsung_galaxy_a8+_(2018)-8790.php,18.5:9,91.37,1080x2220,6.0",N/A,SUCCESS,2025-12-15 01:21:41
96,"Galaxy A8",https://www.gsmarena.com/samsung_galaxy_a8-7249.php,16:9,89.57,1080x1920,5.7",N/A,SUCCESS,2025-12-15 01:22:42
97,"Galaxy A80",https://www.gsmarena.com/samsung_galaxy_a80-9659.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:23:43
98,"Galaxy A8 (2016)",https://www.gsmarena.com/samsung_galaxy_a8_(2016)-7801.php,16:9,89.57,1080x1920,5.7",N/A,SUCCESS,2025-12-15 01:24:45
99,"Galaxy A8 (2018)",https://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,18.5:9,79.59,1080x2220,5.6",N/A,SUCCESS,2025-12-15 01:25:46
100,"Galaxy A8 Duos",https://www.gsmarena.com/samsung_galaxy_a8_duos-7506.php,16:9,89.57,1080x1920,5.7",N/A,SUCCESS,2025-12-15 01:26:48
101,"Galaxy A8 Star (A9 Star)",https://www.gsmarena.com/samsung_galaxy_a8_star_(a9_star)-9220.php,18.5:9,100.73,1080x2220,6.3",N/A,SUCCESS,2025-12-15 01:27:49
102,"Galaxy A8s",https://www.gsmarena.com/samsung_galaxy_a8s-9432.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 01:28:51
103,"Galaxy A90 5G",https://www.gsmarena.com/samsung_galaxy_a90_5g-9795.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:29:52
104,"Galaxy A9 (2016)",https://www.gsmarena.com/samsung_galaxy_a9_(2016)-7641.php,16:9,99.24,1080x1920,6.0",N/A,SUCCESS,2025-12-15 01:30:54
105,"Galaxy A9 (2018)",https://www.gsmarena.com/samsung_galaxy_a9_(2018)-9344.php,18.5:9,100.73,1080x2220,6.3",N/A,SUCCESS,2025-12-15 01:31:55
106,"Galaxy A9 Pro (2016)",https://www.gsmarena.com/samsung_galaxy_a9_pro_(2016)-7903.php,16:9,99.24,1080x1920,6.0",N/A,SUCCESS,2025-12-15 01:32:57
107,"Galaxy A Quantum",https://www.gsmarena.com/samsung_galaxy_a_quantum-10243.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:33:58
108,"Galaxy F02s",https://www.gsmarena.com/samsung_galaxy_f02s-10824.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 01:35:00
109,"Galaxy F04",https://www.gsmarena.com/samsung_galaxy_f04-12054.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 01:36:01
110,"Galaxy F05",https://www.gsmarena.com/samsung_galaxy_f05-13345.php,20:9,108.38,720x1600,6.7",N/A,SUCCESS,2025-12-15 01:37:02
111,"Galaxy F06 5G",https://www.gsmarena.com/samsung_galaxy_f06_5g-13663.php,20:9,108.38,720x1600,6.7",N/A,SUCCESS,2025-12-15 01:38:04
112,"Galaxy F07",https://www.gsmarena.com/samsung_galaxy_f07-14205.php,20:9,108.38,720x1600,6.7",N/A,SUCCESS,2025-12-15 01:39:05
113,"Galaxy F12",https://www.gsmarena.com/samsung_galaxy_f12-10825.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 01:40:07
114,"Galaxy F13",https://www.gsmarena.com/samsung_galaxy_f13-11624.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 01:41:08
115,"Galaxy F14",https://www.gsmarena.com/samsung_galaxy_f14-12175.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 01:42:10
116,"Galaxy F14 4G",https://www.gsmarena.com/samsung_galaxy_f14_4g-13247.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:43:11
117,"Galaxy F15",https://www.gsmarena.com/samsung_galaxy_f15-12831.php,19.5:9,106.93,1080x2340,6.6",N/A,SUCCESS,2025-12-15 01:44:13
118,"Galaxy F16",https://www.gsmarena.com/samsung_galaxy_f16-13721.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 01:45:14
119,"Galaxy F17",https://www.gsmarena.com/samsung_galaxy_f17_5g-14107.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 01:46:16
120,"Galaxy F22",https://www.gsmarena.com/samsung_galaxy_f22-10996.php,20:9,98.89,720x1600,6.4",N/A,SUCCESS,2025-12-15 01:47:17
121,"Galaxy F23",https://www.gsmarena.com/samsung_galaxy_f23-11406.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 01:48:19
122,"Galaxy F34",https://www.gsmarena.com/samsung_galaxy_f34-12453.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 01:49:20
123,"Galaxy F36",https://www.gsmarena.com/samsung_galaxy_f36_5g-14009.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 01:50:22
124,"Galaxy F41",https://www.gsmarena.com/samsung_galaxy_f41-10498.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 01:51:23
125,"Galaxy F42 5G",https://www.gsmarena.com/samsung_galaxy_f42_5g-11124.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 01:52:25
126,"Galaxy F52 5G",https://www.gsmarena.com/samsung_galaxy_f52_5g-10900.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 01:53:26
127,"Galaxy F54",https://www.gsmarena.com/samsung_galaxy_f54-12239.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:54:28
128,"Galaxy F55",https://www.gsmarena.com/samsung_galaxy_f55-12885.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:55:29
129,"Galaxy F56",https://www.gsmarena.com/samsung_galaxy_f56_5g-13855.php,19.5:9,111.51,1080x2340,6.74",N/A,SUCCESS,2025-12-15 01:56:31
130,"Galaxy F62",https://www.gsmarena.com/samsung_galaxy_f62-10740.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:57:32
131,"Galaxy Fold",https://www.gsmarena.com/samsung_galaxy_fold-9523.php,21:9,124.48,1536x2152,7.3",N/A,SUCCESS,2025-12-15 01:58:34
132,"Galaxy Fold 5G",https://www.gsmarena.com/samsung_galaxy_fold_5g-9851.php,21:9,124.48,1536x2152,7.3",N/A,SUCCESS,2025-12-15 01:59:35
133,"Galaxy Folder",https://www.gsmarena.com/samsung_galaxy_folder-7453.php,5:3,41.10,480x800,3.8",N/A,SUCCESS,2025-12-15 02:00:37
134,"Galaxy Folder2",https://www.gsmarena.com/samsung_galaxy_folder2-9331.php,5:3,41.10,480x800,3.8",N/A,SUCCESS,2025-12-15 02:01:38
135,"Galaxy J1",https://www.gsmarena.com/samsung_galaxy_j1-6907.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:02:39
136,"Galaxy J1 (2016)",https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,5:3,57.64,480x800,4.5",N/A,SUCCESS,2025-12-15 02:03:41
137,"Galaxy J1 4G",https://www.gsmarena.com/samsung_galaxy_j1_4g-7034.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:04:42
138,"Galaxy J1 Ace",https://www.gsmarena.com/samsung_galaxy_j1_ace-7673.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:05:44
139,"Galaxy J1 mini prime",https://www.gsmarena.com/samsung_galaxy_j1_mini_prime-8397.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 02:06:45
140,"Galaxy J1 Nxt",https://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 02:07:47
141,"Galaxy J2",https://www.gsmarena.com/samsung_galaxy_j2-7357.php,16:9,60.90,540x960,4.7",N/A,SUCCESS,2025-12-15 02:08:48
142,"Galaxy J2 (2016)",https://www.gsmarena.com/samsung_galaxy_j2_(2016)-8083.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:09:49
143,"Galaxy J2 (2017)",https://www.gsmarena.com/samsung_galaxy_j2_(2017)-8900.php,16:9,60.90,540x960,4.7",N/A,SUCCESS,2025-12-15 02:10:51
144,"Galaxy J2 Core",https://www.gsmarena.com/samsung_galaxy_j2_core-9255.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:11:52
145,"Galaxy J2 Core (2020)",https://www.gsmarena.com/samsung_galaxy_j2_core_(2020)-10208.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:12:54
146,"Galaxy J2 Prime",https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:13:55
147,"Galaxy J2 Pro (2016)",https://www.gsmarena.com/samsung_galaxy_j2_pro_(2016)-8228.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:14:57
148,"Galaxy J2 Pro (2018)",https://www.gsmarena.com/samsung_galaxy_j2_pro_(2018)-8904.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:15:58
149,"Galaxy J3 (2016)",https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:17:00
150,"Galaxy J3 (2017)",https://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:18:01
151,"Galaxy J3 (2018)",https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:19:03
152,"Galaxy J3 Emerge",https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:20:04
153,"Galaxy J3 Pro",https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:21:05
154,"Galaxy J4+",https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:22:07
155,"Galaxy J4",https://www.gsmarena.com/samsung_galaxy_j4-9204.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:23:08
156,"Galaxy J4 Core",https://www.gsmarena.com/samsung_galaxy_j4_core-9397.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:24:10
157,"Galaxy J5",https://www.gsmarena.com/samsung_galaxy_j5-7184.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:25:11
158,"Galaxy J5 (2016)",https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,16:9,74.54,720x1280,5.2",N/A,SUCCESS,2025-12-15 02:26:13
159,"Galaxy J5 (2017)",https://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,16:9,74.54,720x1280,5.2",N/A,SUCCESS,2025-12-15 02:27:14
160,"Galaxy J5 Prime",https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:28:15
161,"Galaxy J6+",https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:29:17
162,"Galaxy J6",https://www.gsmarena.com/samsung_galaxy_j6-9203.php,18.5:9,79.59,720x1480,5.6",N/A,SUCCESS,2025-12-15 02:30:18
163,"Galaxy J7",https://www.gsmarena.com/samsung_galaxy_j7-7185.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:31:20
